U set;U actual;I set;I actual;P set;P actual;R set;R actual;R mode;Output/Input;Device mode;Error;Time;
02,60;3,43;00,00;2,33;600,0;8,0;N/A;N/A;OFF;ON;CC;NONE;00:04:12,940;
02,60;3,34;00,00;10,64;600,0;35,6;N/A;N/A;OFF;ON;CC;NONE;00:04:13,440;
02,60;3,32;00,00;13,28;600,0;44,0;N/A;N/A;OFF;ON;CC;NONE;00:04:13,940;
02,60;3,29;00,00;15,93;600,0;52,3;N/A;N/A;OFF;ON;CC;NONE;00:04:14,440;
02,60;3,27;00,00;16,83;600,0;55,1;N/A;N/A;OFF;ON;CC;NONE;00:04:14,940;
02,60;3,33;00,00;10,69;600,0;35,6;N/A;N/A;OFF;ON;CC;NONE;00:04:15,440;
02,60;3,37;00,00;7,12;600,0;23,9;N/A;N/A;OFF;ON;CC;NONE;00:04:15,940;
02,60;3,39;00,00;4,80;600,0;16,3;N/A;N/A;OFF;ON;CC;NONE;00:04:16,440;
02,60;3,41;00,00;2,48;600,0;8,5;N/A;N/A;OFF;ON;CC;NONE;00:04:16,940;
02,60;3,44;00,00;0,65;600,0;2,2;N/A;N/A;OFF;ON;CC;NONE;00:04:17,440;
02,60;3,33;00,00;11,60;600,0;38,6;N/A;N/A;OFF;ON;CC;NONE;00:04:17,940;
02,60;3,32;00,00;12,81;600,0;42,3;N/A;N/A;OFF;ON;CC;NONE;00:04:18,440;
02,60;3,29;00,00;14,95;600,0;49,3;N/A;N/A;OFF;ON;CC;NONE;00:04:18,940;
02,60;3,28;00,00;16,17;600,0;53,0;N/A;N/A;OFF;ON;CC;NONE;00:04:19,440;
02,60;3,29;00,00;14,87;600,0;48,8;N/A;N/A;OFF;ON;CC;NONE;00:04:19,940;
02,60;3,32;00,00;11,14;600,0;37,0;N/A;N/A;OFF;ON;CC;NONE;00:04:20,440;
02,60;3,36;00,00;7,39;600,0;24,8;N/A;N/A;OFF;ON;CC;NONE;00:04:20,940;
02,60;3,39;00,00;3,63;600,0;12,3;N/A;N/A;OFF;ON;CC;NONE;00:04:21,440;
02,60;3,40;00,00;3,54;600,0;12,0;N/A;N/A;OFF;ON;CC;NONE;00:04:21,940;
02,60;3,38;00,00;5,28;600,0;17,8;N/A;N/A;OFF;ON;CC;NONE;00:04:22,440;
02,60;3,44;00,00;0,17;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:22,940;
02,60;3,44;00,00;0,25;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:23,440;
02,60;3,44;00,00;0,33;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:23,940;
02,60;3,44;00,00;0,35;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:24,440;
02,60;3,41;00,00;4,12;600,0;14,1;N/A;N/A;OFF;ON;CC;NONE;00:04:24,940;
02,60;3,34;00,00;10,44;600,0;34,9;N/A;N/A;OFF;ON;CC;NONE;00:04:25,440;
02,60;3,28;00,00;16,74;600,0;54,9;N/A;N/A;OFF;ON;CC;NONE;00:04:25,940;
02,60;3,21;00,00;23,08;600,0;74,1;N/A;N/A;OFF;ON;CC;NONE;00:04:26,440;
02,60;3,14;00,00;29,35;600,0;92,2;N/A;N/A;OFF;ON;CC;NONE;00:04:26,940;
02,60;3,22;00,00;20,68;600,0;66,5;N/A;N/A;OFF;ON;CC;NONE;00:04:27,440;
02,60;3,31;00,00;10,33;600,0;34,2;N/A;N/A;OFF;ON;CC;NONE;00:04:27,940;
02,60;3,40;00,00;1,98;600,0;6,7;N/A;N/A;OFF;ON;CC;NONE;00:04:28,440;
02,60;3,28;00,00;14,09;600,0;46,3;N/A;N/A;OFF;ON;CC;NONE;00:04:28,940;
02,60;3,25;00,00;17,37;600,0;56,5;N/A;N/A;OFF;ON;CC;NONE;00:04:29,440;
02,60;3,19;00,00;23,10;600,0;73,6;N/A;N/A;OFF;ON;CC;NONE;00:04:29,940;
02,60;3,21;00,00;19,85;600,0;63,8;N/A;N/A;OFF;ON;CC;NONE;00:04:30,440;
02,60;3,38;00,00;2,42;600,0;8,1;N/A;N/A;OFF;ON;CC;NONE;00:04:30,940;
02,60;3,41;00,00;0,46;600,0;1,5;N/A;N/A;OFF;ON;CC;NONE;00:04:31,440;
02,60;3,41;00,00;1,01;600,0;3,4;N/A;N/A;OFF;ON;CC;NONE;00:04:31,940;
02,60;3,35;00,00;7,82;600,0;26,2;N/A;N/A;OFF;ON;CC;NONE;00:04:32,440;
02,60;3,37;00,00;5,40;600,0;18,2;N/A;N/A;OFF;ON;CC;NONE;00:04:32,940;
02,60;3,40;00,00;2,25;600,0;7,6;N/A;N/A;OFF;ON;CC;NONE;00:04:33,440;
02,60;3,43;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:33,940;
02,60;3,43;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:34,440;
02,60;3,42;00,00;1,10;600,0;3,8;N/A;N/A;OFF;ON;CC;NONE;00:04:34,940;
02,60;3,42;00,00;1,41;600,0;4,8;N/A;N/A;OFF;ON;CC;NONE;00:04:35,440;
02,60;3,38;00,00;5,49;600,0;18,6;N/A;N/A;OFF;ON;CC;NONE;00:04:35,940;
02,60;3,37;00,00;7,06;600,0;23,8;N/A;N/A;OFF;ON;CC;NONE;00:04:36,440;
02,60;3,35;00,00;8,48;600,0;28,5;N/A;N/A;OFF;ON;CC;NONE;00:04:36,940;
02,60;3,33;00,00;10,69;600,0;35,6;N/A;N/A;OFF;ON;CC;NONE;00:04:37,440;
02,60;3,36;00,00;6,99;600,0;23,5;N/A;N/A;OFF;ON;CC;NONE;00:04:37,940;
02,60;3,25;00,00;18,49;600,0;60,2;N/A;N/A;OFF;ON;CC;NONE;00:04:38,440;
02,60;3,23;00,00;19,40;600,0;62,7;N/A;N/A;OFF;ON;CC;NONE;00:04:38,940;
02,60;3,28;00,00;13,95;600,0;45,8;N/A;N/A;OFF;ON;CC;NONE;00:04:39,440;
02,60;3,34;00,00;7,66;600,0;25,6;N/A;N/A;OFF;ON;CC;NONE;00:04:39,940;
02,60;3,41;00,00;1,37;600,0;4,7;N/A;N/A;OFF;ON;CC;NONE;00:04:40,440;
02,60;3,24;00,00;18,67;600,0;60,4;N/A;N/A;OFF;ON;CC;NONE;00:04:40,940;
02,60;3,41;00,00;0,54;600,0;1,9;N/A;N/A;OFF;ON;CC;NONE;00:04:41,440;
02,60;3,42;00,00;0,26;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:41,940;
02,60;3,42;00,00;0,18;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:42,440;
02,60;3,43;00,00;0,10;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:42,940;
02,60;3,43;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:43,440;
02,60;3,39;00,00;4,83;600,0;16,4;N/A;N/A;OFF;ON;CC;NONE;00:04:43,940;
02,60;3,33;00,00;10,96;600,0;36,5;N/A;N/A;OFF;ON;CC;NONE;00:04:44,440;
02,60;3,40;00,00;3,08;600,0;10,5;N/A;N/A;OFF;ON;CC;NONE;00:04:44,940;
02,60;3,38;00,00;6,22;600,0;20,9;N/A;N/A;OFF;ON;CC;NONE;00:04:45,440;
02,60;3,30;00,00;13,76;600,0;45,4;N/A;N/A;OFF;ON;CC;NONE;00:04:45,940;
02,60;3,37;00,00;5,99;600,0;20,1;N/A;N/A;OFF;ON;CC;NONE;00:04:46,440;
02,60;3,43;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:46,940;
02,60;3,43;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:47,440;
02,60;3,41;00,00;2,96;600,0;10,1;N/A;N/A;OFF;ON;CC;NONE;00:04:47,940;
02,60;3,36;00,00;7,39;600,0;24,8;N/A;N/A;OFF;ON;CC;NONE;00:04:48,440;
02,60;3,43;00,00;0,22;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:48,940;
02,60;3,34;00,00;10,53;600,0;35,1;N/A;N/A;OFF;ON;CC;NONE;00:04:49,440;
02,60;3,28;00,00;15,46;600,0;50,8;N/A;N/A;OFF;ON;CC;NONE;00:04:49,940;
02,60;3,27;00,00;16,63;600,0;54,3;N/A;N/A;OFF;ON;CC;NONE;00:04:50,440;
02,60;3,27;00,00;15,67;600,0;51,2;N/A;N/A;OFF;ON;CC;NONE;00:04:50,940;
02,60;3,28;00,00;13,96;600,0;45,8;N/A;N/A;OFF;ON;CC;NONE;00:04:51,440;
02,60;3,33;00,00;8,81;600,0;29,3;N/A;N/A;OFF;ON;CC;NONE;00:04:51,940;
02,60;3,38;00,00;3,61;600,0;12,2;N/A;N/A;OFF;ON;CC;NONE;00:04:52,440;
02,60;3,39;00,00;3,61;600,0;12,2;N/A;N/A;OFF;ON;CC;NONE;00:04:52,940;
02,60;3,31;00,00;12,11;600,0;40,0;N/A;N/A;OFF;ON;CC;NONE;00:04:53,440;
02,60;3,41;00,00;0,63;600,0;2,1;N/A;N/A;OFF;ON;CC;NONE;00:04:53,940;
02,60;3,39;00,00;3,41;600,0;11,6;N/A;N/A;OFF;ON;CC;NONE;00:04:54,440;
02,60;3,41;00,00;1,72;600,0;5,8;N/A;N/A;OFF;ON;CC;NONE;00:04:54,940;
02,60;3,40;00,00;3,13;600,0;10,6;N/A;N/A;OFF;ON;CC;NONE;00:04:55,440;
02,60;3,40;00,00;2,85;600,0;9,6;N/A;N/A;OFF;ON;CC;NONE;00:04:55,940;
02,60;3,40;00,00;2,63;600,0;8,9;N/A;N/A;OFF;ON;CC;NONE;00:04:56,440;
02,60;3,21;00,00;22,09;600,0;71,0;N/A;N/A;OFF;ON;CC;NONE;00:04:56,940;
02,60;3,16;00,00;25,75;600,0;81,4;N/A;N/A;OFF;ON;CC;NONE;00:04:57,440;
02,60;3,14;00,00;27,67;600,0;86,8;N/A;N/A;OFF;ON;CC;NONE;00:04:57,940;
02,60;3,29;00,00;11,61;600,0;38,1;N/A;N/A;OFF;ON;CC;NONE;00:04:58,440;
02,60;3,41;00,00;0,06;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:58,940;
02,60;3,41;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:59,440;
02,60;3,41;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:04:59,940;
02,60;3,42;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:00,440;
02,60;3,42;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:00,940;
02,60;3,40;00,00;3,05;600,0;10,3;N/A;N/A;OFF;ON;CC;NONE;00:05:01,440;
02,60;3,35;00,00;7,78;600,0;26,0;N/A;N/A;OFF;ON;CC;NONE;00:05:01,940;
02,60;3,40;00,00;2,44;600,0;8,3;N/A;N/A;OFF;ON;CC;NONE;00:05:02,440;
02,60;3,35;00,00;7,80;600,0;26,1;N/A;N/A;OFF;ON;CC;NONE;00:05:02,940;
02,60;3,31;00,00;11,95;600,0;39,5;N/A;N/A;OFF;ON;CC;NONE;00:05:03,440;
02,60;3,39;00,00;3,05;600,0;10,3;N/A;N/A;OFF;ON;CC;NONE;00:05:03,940;
02,60;3,41;00,00;1,59;600,0;5,4;N/A;N/A;OFF;ON;CC;NONE;00:05:04,440;
02,60;3,33;00,00;9,59;600,0;31,9;N/A;N/A;OFF;ON;CC;NONE;00:05:04,940;
02,60;3,29;00,00;14,02;600,0;46,1;N/A;N/A;OFF;ON;CC;NONE;00:05:05,440;
02,60;3,29;00,00;13,00;600,0;42,7;N/A;N/A;OFF;ON;CC;NONE;00:05:05,940;
02,60;3,35;00,00;6,29;600,0;21,1;N/A;N/A;OFF;ON;CC;NONE;00:05:06,440;
02,60;3,35;00,00;6,86;600,0;22,8;N/A;N/A;OFF;ON;CC;NONE;00:05:06,940;
02,60;3,31;00,00;10,83;600,0;35,9;N/A;N/A;OFF;ON;CC;NONE;00:05:07,440;
02,60;3,33;00,00;8,55;600,0;28,5;N/A;N/A;OFF;ON;CC;NONE;00:05:07,940;
02,60;3,37;00,00;4,26;600,0;14,3;N/A;N/A;OFF;ON;CC;NONE;00:05:08,440;
02,60;3,40;00,00;1,56;600,0;5,3;N/A;N/A;OFF;ON;CC;NONE;00:05:08,940;
02,60;3,27;00,00;14,54;600,0;47,6;N/A;N/A;OFF;ON;CC;NONE;00:05:09,440;
02,60;3,24;00,00;17,38;600,0;56,3;N/A;N/A;OFF;ON;CC;NONE;00:05:09,940;
02,60;3,19;00,00;22,27;600,0;71,0;N/A;N/A;OFF;ON;CC;NONE;00:05:10,440;
02,60;3,14;00,00;26,50;600,0;83,2;N/A;N/A;OFF;ON;CC;NONE;00:05:10,940;
02,60;3,33;00,00;6,52;600,0;21,6;N/A;N/A;OFF;ON;CC;NONE;00:05:11,440;
02,60;3,39;00,00;0,34;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:11,940;
02,60;3,40;00,00;0,27;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:12,440;
02,60;3,41;00,00;0,21;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:12,940;
02,60;3,41;00,00;0,14;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:13,440;
02,60;3,41;00,00;0,08;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:13,940;
02,60;3,37;00,00;5,00;600,0;16,7;N/A;N/A;OFF;ON;CC;NONE;00:05:14,440;
02,60;3,31;00,00;10,87;600,0;36,0;N/A;N/A;OFF;ON;CC;NONE;00:05:14,940;
02,60;3,28;00,00;13,49;600,0;44,3;N/A;N/A;OFF;ON;CC;NONE;00:05:15,440;
02,60;3,25;00,00;16,13;600,0;52,4;N/A;N/A;OFF;ON;CC;NONE;00:05:15,940;
02,60;3,24;00,00;16,39;600,0;53,1;N/A;N/A;OFF;ON;CC;NONE;00:05:16,440;
02,60;3,30;00,00;10,22;600,0;33,7;N/A;N/A;OFF;ON;CC;NONE;00:05:16,940;
02,60;3,33;00,00;6,95;600,0;23,2;N/A;N/A;OFF;ON;CC;NONE;00:05:17,440;
02,60;3,36;00,00;4,62;600,0;15,5;N/A;N/A;OFF;ON;CC;NONE;00:05:17,940;
02,60;3,38;00,00;2,30;600,0;7,8;N/A;N/A;OFF;ON;CC;NONE;00:05:18,440;
02,60;3,38;00,00;2,58;600,0;8,7;N/A;N/A;OFF;ON;CC;NONE;00:05:18,940;
02,60;3,30;00,00;10,63;600,0;35,1;N/A;N/A;OFF;ON;CC;NONE;00:05:19,440;
02,60;3,27;00,00;14,28;600,0;46,5;N/A;N/A;OFF;ON;CC;NONE;00:05:19,940;
02,60;3,26;00,00;15,03;600,0;48,9;N/A;N/A;OFF;ON;CC;NONE;00:05:20,440;
02,60;3,24;00,00;16,25;600,0;52,6;N/A;N/A;OFF;ON;CC;NONE;00:05:20,940;
02,60;3,25;00,00;14,59;600,0;47,5;N/A;N/A;OFF;ON;CC;NONE;00:05:21,440;
02,60;3,29;00,00;10,85;600,0;35,7;N/A;N/A;OFF;ON;CC;NONE;00:05:21,940;
02,60;3,32;00,00;7,11;600,0;23,6;N/A;N/A;OFF;ON;CC;NONE;00:05:22,440;
02,60;3,36;00,00;3,35;600,0;11,2;N/A;N/A;OFF;ON;CC;NONE;00:05:22,940;
02,60;3,34;00,00;6,90;600,0;22,8;N/A;N/A;OFF;ON;CC;NONE;00:05:23,440;
02,60;3,36;00,00;4,13;600,0;13,8;N/A;N/A;OFF;ON;CC;NONE;00:05:23,940;
02,60;3,40;00,00;0,18;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:24,440;
02,60;3,40;00,00;0,25;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:24,940;
02,60;3,41;00,00;0,34;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:25,440;
02,60;3,41;00,00;0,35;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:25,940;
02,60;3,37;00,00;4,59;600,0;15,4;N/A;N/A;OFF;ON;CC;NONE;00:05:26,440;
02,60;3,31;00,00;10,92;600,0;36,1;N/A;N/A;OFF;ON;CC;NONE;00:05:26,940;
02,60;3,24;00,00;17,22;600,0;55,8;N/A;N/A;OFF;ON;CC;NONE;00:05:27,440;
02,60;3,17;00,00;23,56;600,0;74,7;N/A;N/A;OFF;ON;CC;NONE;00:05:27,940;
02,60;3,10;00,00;29,30;600,0;90,9;N/A;N/A;OFF;ON;CC;NONE;00:05:28,440;
02,60;3,19;00,00;19,84;600,0;63,3;N/A;N/A;OFF;ON;CC;NONE;00:05:28,940;
02,60;3,29;00,00;9,53;600,0;31,3;N/A;N/A;OFF;ON;CC;NONE;00:05:29,440;
02,60;3,35;00,00;3,54;600,0;11,8;N/A;N/A;OFF;ON;CC;NONE;00:05:29,940;
02,60;3,25;00,00;13,46;600,0;43,8;N/A;N/A;OFF;ON;CC;NONE;00:05:30,440;
02,60;3,21;00,00;17,81;600,0;57,2;N/A;N/A;OFF;ON;CC;NONE;00:05:30,940;
02,60;3,15;00,00;23,54;600,0;74,1;N/A;N/A;OFF;ON;CC;NONE;00:05:31,440;
02,60;3,19;00,00;18,52;600,0;59,0;N/A;N/A;OFF;ON;CC;NONE;00:05:31,940;
02,60;3,36;00,00;1,33;600,0;4,5;N/A;N/A;OFF;ON;CC;NONE;00:05:32,440;
02,60;3,37;00,00;0,50;600,0;1,7;N/A;N/A;OFF;ON;CC;NONE;00:05:32,940;
02,60;3,37;00,00;1,05;600,0;3,6;N/A;N/A;OFF;ON;CC;NONE;00:05:33,440;
02,60;3,31;00,00;8,09;600,0;26,8;N/A;N/A;OFF;ON;CC;NONE;00:05:33,940;
02,60;3,34;00,00;5,15;600,0;17,2;N/A;N/A;OFF;ON;CC;NONE;00:05:34,440;
02,60;3,37;00,00;2,00;600,0;6,8;N/A;N/A;OFF;ON;CC;NONE;00:05:34,940;
02,60;3,39;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:35,440;
02,60;3,40;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:35,940;
02,60;3,39;00,00;1,05;600,0;3,5;N/A;N/A;OFF;ON;CC;NONE;00:05:36,440;
02,60;3,39;00,00;1,45;600,0;4,9;N/A;N/A;OFF;ON;CC;NONE;00:05:36,940;
02,60;3,34;00,00;6,05;600,0;20,2;N/A;N/A;OFF;ON;CC;NONE;00:05:37,440;
02,60;3,33;00,00;7,07;600,0;23,6;N/A;N/A;OFF;ON;CC;NONE;00:05:37,940;
02,60;3,31;00,00;8,71;600,0;28,8;N/A;N/A;OFF;ON;CC;NONE;00:05:38,440;
02,60;3,30;00,00;10,44;600,0;34,4;N/A;N/A;OFF;ON;CC;NONE;00:05:38,940;
02,60;3,32;00,00;7,64;600,0;25,3;N/A;N/A;OFF;ON;CC;NONE;00:05:39,440;
02,60;3,21;00,00;18,62;600,0;59,8;N/A;N/A;OFF;ON;CC;NONE;00:05:39,940;
02,60;3,20;00,00;19,30;600,0;61,7;N/A;N/A;OFF;ON;CC;NONE;00:05:40,440;
02,60;3,25;00,00;13,49;600,0;43,9;N/A;N/A;OFF;ON;CC;NONE;00:05:40,940;
02,60;3,31;00,00;7,17;600,0;23,7;N/A;N/A;OFF;ON;CC;NONE;00:05:41,440;
02,60;3,37;00,00;0,89;600,0;3,0;N/A;N/A;OFF;ON;CC;NONE;00:05:41,940;
02,60;3,21;00,00;17,17;600,0;55,1;N/A;N/A;OFF;ON;CC;NONE;00:05:42,440;
02,60;3,38;00,00;0,45;600,0;1,5;N/A;N/A;OFF;ON;CC;NONE;00:05:42,940;
02,60;3,38;00,00;0,25;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:43,440;
02,60;3,39;00,00;0,18;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:43,940;
02,60;3,39;00,00;0,10;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:44,440;
02,60;3,40;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:44,940;
02,60;3,34;00,00;5,58;600,0;18,6;N/A;N/A;OFF;ON;CC;NONE;00:05:45,440;
02,60;3,29;00,00;11,37;600,0;37,3;N/A;N/A;OFF;ON;CC;NONE;00:05:45,940;
02,60;3,37;00,00;2,18;600,0;7,3;N/A;N/A;OFF;ON;CC;NONE;00:05:46,440;
02,60;3,31;00,00;9,80;600,0;32,1;N/A;N/A;OFF;ON;CC;NONE;00:05:46,940;
02,60;3,26;00,00;13,55;600,0;44,2;N/A;N/A;OFF;ON;CC;NONE;00:05:47,440;
02,60;3,34;00,00;4,42;600,0;14,8;N/A;N/A;OFF;ON;CC;NONE;00:05:47,940;
02,60;3,39;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:48,440;
02,60;3,40;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:48,940;
02,60;3,36;00,00;4,03;600,0;13,6;N/A;N/A;OFF;ON;CC;NONE;00:05:49,440;
02,60;3,33;00,00;6,31;600,0;21,0;N/A;N/A;OFF;ON;CC;NONE;00:05:49,940;
02,60;3,39;00,00;0,24;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:05:50,440;
02,60;3,29;00,00;11,00;600,0;36,2;N/A;N/A;OFF;ON;CC;NONE;00:05:50,940;
02,60;3,24;00,00;15,83;600,0;51,3;N/A;N/A;OFF;ON;CC;NONE;00:05:51,440;
02,60;3,23;00,00;16,56;600,0;53,5;N/A;N/A;OFF;ON;CC;NONE;00:05:51,940;
02,60;3,23;00,00;15,59;600,0;50,4;N/A;N/A;OFF;ON;CC;NONE;00:05:52,440;
02,60;3,25;00,00;13,59;600,0;44,1;N/A;N/A;OFF;ON;CC;NONE;00:05:52,940;
02,60;3,30;00,00;8,42;600,0;27,7;N/A;N/A;OFF;ON;CC;NONE;00:05:53,440;
02,60;3,35;00,00;3,22;600,0;10,8;N/A;N/A;OFF;ON;CC;NONE;00:05:53,940;
02,60;3,34;00,00;4,43;600,0;14,8;N/A;N/A;OFF;ON;CC;NONE;00:05:54,440;
02,60;3,27;00,00;11,28;600,0;36,9;N/A;N/A;OFF;ON;CC;NONE;00:05:54,940;
02,60;3,38;00,00;0,67;600,0;2,2;N/A;N/A;OFF;ON;CC;NONE;00:05:55,440;
02,60;3,35;00,00;3,41;600,0;11,4;N/A;N/A;OFF;ON;CC;NONE;00:05:55,940;
02,60;3,37;00,00;1,56;600,0;5,2;N/A;N/A;OFF;ON;CC;NONE;00:05:56,440;
02,60;3,34;00,00;4,74;600,0;15,8;N/A;N/A;OFF;ON;CC;NONE;00:05:56,940;
02,60;3,37;00,00;1,69;600,0;5,7;N/A;N/A;OFF;ON;CC;NONE;00:05:57,440;
02,60;3,35;00,00;4,07;600,0;13,6;N/A;N/A;OFF;ON;CC;NONE;00:05:57,940;
02,60;3,17;00,00;22,42;600,0;71,0;N/A;N/A;OFF;ON;CC;NONE;00:05:58,440;
02,60;3,12;00,00;26,03;600,0;81,2;N/A;N/A;OFF;ON;CC;NONE;00:05:58,940;
02,60;3,10;00,00;26,82;600,0;83,2;N/A;N/A;OFF;ON;CC;NONE;00:05:59,440;
02,60;3,26;00,00;10,41;600,0;33,9;N/A;N/A;OFF;ON;CC;NONE;00:05:59,940;
02,60;3,36;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:00,440;
02,60;3,37;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:00,940;
02,60;3,38;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:01,440;
02,60;3,38;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:01,940;
02,60;3,38;00,00;0,00;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:02,440;
02,60;3,31;00,00;7,55;600,0;24,8;N/A;N/A;OFF;ON;CC;NONE;00:06:02,940;
02,60;3,31;00,00;6,82;600,0;22,6;N/A;N/A;OFF;ON;CC;NONE;00:06:03,440;
02,60;3,36;00,00;2,83;600,0;9,5;N/A;N/A;OFF;ON;CC;NONE;00:06:03,940;
02,60;3,31;00,00;8,18;600,0;27,0;N/A;N/A;OFF;ON;CC;NONE;00:06:04,440;
02,60;3,27;00,00;11,48;600,0;37,5;N/A;N/A;OFF;ON;CC;NONE;00:06:04,940;
02,60;3,36;00,00;2,32;600,0;7,8;N/A;N/A;OFF;ON;CC;NONE;00:06:05,440;
02,60;3,37;00,00;1,52;600,0;5,1;N/A;N/A;OFF;ON;CC;NONE;00:06:05,940;
02,60;3,28;00,00;10,64;600,0;34,9;N/A;N/A;OFF;ON;CC;NONE;00:06:06,440;
02,60;3,24;00,00;13,99;600,0;45,3;N/A;N/A;OFF;ON;CC;NONE;00:06:06,940;
02,60;3,25;00,00;12,56;600,0;40,8;N/A;N/A;OFF;ON;CC;NONE;00:06:07,440;
02,60;3,32;00,00;5,79;600,0;19,2;N/A;N/A;OFF;ON;CC;NONE;00:06:07,940;
02,60;3,29;00,00;8,77;600,0;28,7;N/A;N/A;OFF;ON;CC;NONE;00:06:08,440;
02,60;3,27;00,00;10,85;600,0;35,4;N/A;N/A;OFF;ON;CC;NONE;00:06:08,940;
02,60;3,29;00,00;8,22;600,0;27,0;N/A;N/A;OFF;ON;CC;NONE;00:06:09,440;
02,60;3,33;00,00;3,93;600,0;13,1;N/A;N/A;OFF;ON;CC;NONE;00:06:09,940;
02,60;3,34;00,00;3,08;600,0;10,3;N/A;N/A;OFF;ON;CC;NONE;00:06:10,440;
02,60;3,23;00,00;13,99;600,0;45,2;N/A;N/A;OFF;ON;CC;NONE;00:06:10,940;
02,60;3,20;00,00;17,75;600,0;56,7;N/A;N/A;OFF;ON;CC;NONE;00:06:11,440;
02,60;3,14;00,00;22,64;600,0;71,1;N/A;N/A;OFF;ON;CC;NONE;00:06:11,940;
02,60;3,10;00,00;25,59;600,0;79,4;N/A;N/A;OFF;ON;CC;NONE;00:06:12,440;
02,60;3,30;00,00;4,84;600,0;15,9;N/A;N/A;OFF;ON;CC;NONE;00:06:12,940;
02,60;3,35;00,00;0,33;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:13,440;
02,60;3,36;00,00;0,27;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:13,940;
02,60;3,36;00,00;0,20;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:14,440;
02,60;3,37;00,00;0,14;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:14,940;
02,60;3,37;00,00;0,07;600,0;0,0;N/A;N/A;OFF;ON;CC;NONE;00:06:15,440;
02,60;3,31;00,00;6,63;600,0;21,9;N/A;N/A;OFF;ON;CC;NONE;00:06:15,940;
02,60;3,27;00,00;11,04;600,0;36,0;N/A;N/A;OFF;ON;CC;NONE;00:06:16,440;
02,60;3,23;00,00;13,69;600,0;44,3;N/A;N/A;OFF;ON;CC;NONE;00:06:16,940;
02,60;3,20;00,00;16,33;600,0;52,3;N/A;N/A;OFF;ON;CC;NONE;00:06:17,440;
02,60;3,20;00,00;15,94;600,0;51,1;N/A;N/A;OFF;ON;CC;NONE;00:06:17,940;
02,60;3,26;00,00;9,72;600,0;31,7;N/A;N/A;OFF;ON;CC;NONE;00:06:18,440;
02,60;3,29;00,00;6,77;600,0;22,3;N/A;N/A;OFF;ON;CC;NONE;00:06:18,940;
